"Condition","Coding system","Code","Code name","Concept","Concept name","Tags","Code_range"
"Breast cancer","SNOMEDCT_US","188156001","Malignant neoplasm of axillary tail of female breast","C0153554","Malignant neoplasm of axillary tail of female breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","188161004","Malignant neoplasm of female breast NOS","C0235653","Malignant neoplasm of female breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","189336000","Carcinoma in situ of breast","C0154084","Stage 0 Breast Carcinoma",NA,"N/A"
"Breast cancer","SNOMEDCT_US","189337009","Lobular carcinoma in situ of breast","C0279563","Lobular carcinoma in situ of breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","189338004","Intraductal carcinoma in situ of breast","C0007124","Noninfiltrating Intraductal Carcinoma",NA,"N/A"
"Breast cancer","SNOMEDCT_US","189705006","[M]Intraductal carcinoma, non-infiltrating NOS","C0007124","Noninfiltrating Intraductal Carcinoma",NA,"N/A"
"Breast cancer","SNOMEDCT_US","190121004","[X]Malignant neoplasm of breast","C0006142","Malignant neoplasm of breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","22418005","Bilateral simple mastectomy","C0191879","Bilateral simple mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","22964006","Simple mastectomy","C0024886","Simple mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","237370008","Segmentectomy of breast","C0024885","Segmental Mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","24268003","Extended radical mastectomy","C0024882","Extended radical mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","24268003","Radical mastectomy including pectoral muscles and axillary lymph nodes","C0024884","Mastectomy, Radical",NA,"N/A"
"Breast cancer","SNOMEDCT_US","254837009","Malignant tumor of breast","C0006142","Malignant neoplasm of breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","269595005","Ca breast - NOS","C0006142","Malignant neoplasm of breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","278053004","Intraductal carcinoma of breast","C0007124","Noninfiltrating Intraductal Carcinoma",NA,"N/A"
"Breast cancer","SNOMEDCT_US","27865001","Bilateral mastectomy","C0191877","Bilateral mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","287654001","Extended simple mastectomy","C0565220","Extended simple mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","2985005","Paget's disease, mammary","C0030185","Paget's Disease, Mammary",NA,"N/A"
"Breast cancer","SNOMEDCT_US","316517001","[V]Acquired absence of breast(s)","C0476702","Acquired absence of breast(s)",NA,"N/A"
"Breast cancer","SNOMEDCT_US","317230007","Unilateral subcutaneous mammectomy with synchronous implant","C0191895","Unilateral subcutaneous mammectomy with synchronous implant",NA,"N/A"
"Breast cancer","SNOMEDCT_US","359728003","Radical mastectomy including pectoral muscles and axillary lymph nodes","C0024884","Mastectomy, Radical",NA,"N/A"
"Breast cancer","SNOMEDCT_US","359738008","Extended radical mastectomy","C0024882","Extended radical mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","359740003","Extended radical mastectomy","C0024882","Extended radical mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","367502008","Segmental excision of breast","C0024885","Segmental Mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","372064008","Malignant neoplasm of female breast","C0235653","Malignant neoplasm of female breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","373176000","pTis: Ductal carcinoma in situ (breast)","C0007124","Noninfiltrating Intraductal Carcinoma",NA,"N/A"
"Breast cancer","SNOMEDCT_US","384723003","Radical mastectomy","C0024884","Mastectomy, Radical",NA,"N/A"
"Breast cancer","SNOMEDCT_US","392021009","Lumpectomy of breast","C0851238","Lumpectomy of breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","392022002","Lumpectomy","C0851238","Lumpectomy of breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","395701007","Modified radical mastectomy","C0024883","Modified radical mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","406505007","Modified radical mastectomy","C0024883","Modified radical mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","408643008","Infiltrating duct carcinoma of breast","C1134719","Invasive Ductal Breast Carcinoma",NA,"N/A"
"Breast cancer","SNOMEDCT_US","456903003","Bilateral extended radical mastectomy","C3495405","Bilateral extended radical mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","52314009","Bilateral mastectomy extended simple","C0191881","Bilateral mastectomy extended simple",NA,"N/A"
"Breast cancer","SNOMEDCT_US","5835009","Unilateral subcutaneous mammectomy with synchronous implant","C0191895","Unilateral subcutaneous mammectomy with synchronous implant",NA,"N/A"
"Breast cancer","SNOMEDCT_US","58477004","Infiltrating ductular carcinoma","C1134719","Invasive Ductal Breast Carcinoma",NA,"N/A"
"Breast cancer","SNOMEDCT_US","60633004","Bilateral subcutaneous mammectomy with synchronous implant","C0191896","Bilateral subcutaneous mammectomy with synchronous implant",NA,"N/A"
"Breast cancer","SNOMEDCT_US","64368001","Partial mastectomy","C0024885","Segmental Mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","64837009","Modified radical mastectomy","C0024883","Modified radical mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","66398006","Mastectomy with excision of regional lymph nodes","C0191888","Mastectomy with excision of regional lymph nodes",NA,"N/A"
"Breast cancer","SNOMEDCT_US","70183006","Subcutaneous mastectomy","C0024887","Mastectomy, Subcutaneous",NA,"N/A"
"Breast cancer","SNOMEDCT_US","71222002","Breast lumpectomy","C0851238","Lumpectomy of breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","72258006","Resection of quadrant of breast","C0337354","Quadrantectomy of breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","72258006","Tylectomy of breast","C0851238","Lumpectomy of breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","72258006","Segmental excision of breast","C0024885","Segmental Mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","72577009","Excision of nipple","C0191864","Excision of nipple",NA,"N/A"
"Breast cancer","SNOMEDCT_US","73359007","Unilateral mastectomy","C0024886","Simple mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","76468001","Bilateral radical mastectomy","C0191883","Bilateral radical mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","76468001","Mastectomy extended radical bilateral","C3495405","Bilateral extended radical mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","8115005","Unilateral radical mastectomy","C0041690","Unilateral radical mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","86616005","Intraductal carcinoma, noninfiltrating","C0007124","Noninfiltrating Intraductal Carcinoma",NA,"N/A"
"Breast cancer","SNOMEDCT_US","88764002","Unilateral extended simple mastectomy","C0191880","Unilateral extended simple mastectomy",NA,"N/A"
"Breast cancer","SNOMEDCT_US","93685009","Malignant neoplasm of axillary tail of female breast","C0153554","Malignant neoplasm of axillary tail of female breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","93745008","Malignant neoplasm of central portion of female breast","C0153549","Malignant neoplasm of central part of female breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","93776002","Primary malignant neoplasm of ectopic female breast tissue","C0686325","Primary malignant neoplasm of ectopic female breast tissue",NA,"N/A"
"Breast cancer","SNOMEDCT_US","93796005","Malignant neoplasm of female breast","C0235653","Malignant neoplasm of female breast",NA,"N/A"
"Breast cancer","SNOMEDCT_US","94297009","Secondary malignant neoplasm of female breast","C0346993","Secondary malignant neoplasm of female breast",NA,"N/A"
"Depression","ICD10","F30.0","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F30.1","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F30.2","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F30.3","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F30.4","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F30.5","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F30.6","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F30.7","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F30.8","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F30.9","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F31.0","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F31.1","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F31.2","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F31.3","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F31.4","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F31.5","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F31.6","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F31.7","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F31.8","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F31.9","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F32","Depressive episode","C0349217","Depressive episode, unspecified",NA,"N/A"
"Depression","ICD10","F32.0","Mild depressive episode","C0494397","Mild depressive episode",NA,"N/A"
"Depression","ICD10","F32.0","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F32.1","Moderate depressive episode","C0494398","Moderate depressive episode",NA,"N/A"
"Depression","ICD10","F32.1","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F32.2","Severe depressive episode without psychotic symptoms","C0494399","Severe depressive episode without psychotic symptoms",NA,"N/A"
"Depression","ICD10","F32.2","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F32.3","Severe depressive episode with psychotic symptoms","C0494400","Severe depressive episode with psychotic symptoms",NA,"N/A"
"Depression","ICD10","F32.3","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F32.4","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F32.5","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F32.6","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F32.7","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F32.8","Other depressive episodes","C0349216","Other depressive episodes",NA,"N/A"
"Depression","ICD10","F32.8","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F32.9","Depressive episode, unspecified","C0349217","Depressive episode, unspecified",NA,"N/A"
"Depression","ICD10","F32.9","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F33","Recurrent depressive disorder","C0349218","Recurrent depressive disorder",NA,"N/A"
"Depression","ICD10","F33.0","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F33.1","Recurrent depressive disorder, current episode moderate","C0154411","Moderate recurrent major depression",NA,"N/A"
"Depression","ICD10","F33.1","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F33.2","Recurrent depressive disorder, current episode severe without psychotic symptoms","C0154412","Severe recurrent major depression without psychotic features",NA,"N/A"
"Depression","ICD10","F33.2","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F33.3","Recurrent depressive disorder, current episode severe with psychotic symptoms","C0154413","Severe recurrent major depression with psychotic features",NA,"N/A"
"Depression","ICD10","F33.3","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F33.4","Recurrent depressive disorder, currently in remission","C0270477","Recurrent major depression in remission",NA,"N/A"
"Depression","ICD10","F33.4","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F33.5","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F33.6","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F33.7","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F33.8","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F33.9","Recurrent depressive disorder, unspecified","C0349218","Recurrent depressive disorder",NA,"N/A"
"Depression","ICD10","F33.9","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F34","Persistent mood [affective] disorders","C0349224","Persistent mood affective disorder, unspecified",NA,"N/A"
"Depression","ICD10","F34.0","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F34.1","Dysthymia","C0013415","Dysthymic Disorder",NA,"N/A"
"Depression","ICD10","F34.1","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F34.2","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F34.3","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F34.4","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F34.5","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F34.6","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F34.7","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F34.8","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F34.9","Persistent mood [affective] disorder, unspecified","C0349224","Persistent mood affective disorder, unspecified",NA,"N/A"
"Depression","ICD10","F34.9","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F35.0","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F35.1","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F35.2","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F35.3","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F35.4","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F35.5","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F35.6","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F35.7","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F35.8","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F35.9","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F36.0","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F36.1","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F36.2","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F36.3","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F36.4","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F36.5","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F36.6","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F36.7","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F36.8","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
"Depression","ICD10","F36.9","Mood [affective] disorders","C0525045","Mood Disorders",NA,"F30-F39.9"
